city id,city,country,lat,lon,temp_astronomical_twilight_end,hum_astronomical_twilight_end,cloudiness_astronomical_twilight_end,windiness_astronomical_twilight_end
2476403,Timimoun,DZ,29.2639,0.231,82.4,16,100,17.27
2023584,Imeni Poliny Osipenko,RU,52.4201,136.4853,1.4,92,74,2.42
1219899,Amansha,TM,37.6333,61.9,50.0,40,90,6.91
2038665,Alihe,CN,50.5667,123.7167,6.69,93,100,1.66
1279982,Sima,CN,31.9833,91.0833,27.16,60,98,8.63
192950,Kenya,KE,1.0,38.0,83.61,47,49,10.76
3855715,Eugenio Bustos,AR,-33.7773,-69.0704,75.79,36,0,6.42
1505991,Igarka,RU,67.4667,86.5833,-35.81,82,80,5.35
1813419,Datuo,CN,28.05,112.95,68.0,64,0,2.24
5877395,Valdez-Cordova Census Area,US,61.5006,-144.5006,6.73,94,100,2.84
2280761,Tiassalé,CI,5.8983,-4.8283,79.54,65,6,4.12
3938526,Ica,PE,-14.3325,-75.4997,65.88,72,100,5.55
1114929,Bukhara,UZ,40.0,64.0,46.4,66,0,6.91
2027316,Ayan,RU,56.45,138.1667,-2.72,82,93,9.73
2122894,Nevel'sk,RU,46.6733,141.8633,21.2,68,40,4.47
527299,Mezhdurechensk,RU,63.2456,48.5533,-26.52,85,20,5.21
286245,Sur,OM,22.5667,59.5289,70.47,74,0,2.64
933366,Maun,BW,-19.9833,23.4167,75.2,100,20,4.61
1623197,Tual,ID,-5.6667,132.75,83.23,80,12,18.84
2356982,Province de l’Oudalan,BF,14.6667,-0.3333,77.54,15,0,9.46
691497,Tlumach,UA,48.864,25.0033,29.25,86,95,3.98
2729907,Longyearbyen,SJ,78.2186,15.6401,24.8,68,40,13.8
1794831,Shizikou,CN,29.9872,112.013,70.0,60,96,7.94
1498087,Nadym,RU,65.5333,72.5167,-28.14,85,94,8.1
8054118,Mositai,CN,45.5363,119.6697,11.57,92,68,19.82
319487,Çandarlı,TR,38.935,26.934,47.8,62,0,6.91
2490138,Marhoum,DZ,34.4468,-0.1947,48.36,66,100,15.57
3141682,Rjukan,NO,59.8789,8.5941,35.73,94,100,3.87
1490918,Staryy Nadym,RU,65.6118,72.6842,-28.17,84,96,7.87
1529595,Beishanyanchi,CN,44.7667,91.2333,32.25,88,55,4.7
5947462,Eldorado,CA,59.5505,-108.5016,15.8,86,100,7.38
3858677,El Calafate,AR,-50.3408,-72.2768,48.78,67,58,10.89
2012530,Zhigansk,RU,66.7697,123.3711,-26.37,84,100,4.85
576093,Blagoyevo,RU,63.3667,47.9167,-26.05,84,18,5.39
3122806,Establés,ES,41.0077,-2.0244,47.91,69,100,1.99
3874982,Puerto Cisnes,CL,-44.75,-72.7,49.62,83,80,4.5
2258534,Lekoumou Department,CG,-3.0,13.5,70.7,95,100,3.58
5969475,Hall Beach,CA,68.7913,-81.236,-9.4,84,75,9.22
1861661,Imazu,JP,36.1667,133.3167,59.04,71,0,25.05
8018194,Putrajawa,ID,-7.0054,108.0109,72.9,89,99,2.53
2147554,Tallimba,AU,-34.0,146.8833,81.23,40,24,8.08
4968996,Knox,US,43.8501,-69.3328,25.93,63,1,9.28
4881551,West Union,US,42.9628,-91.8082,24.13,100,90,5.75
7582820,Linha Floresta,BR,-25.1131,-53.8626,75.2,78,40,4.61
5984875,Ivujivik,CA,62.4174,-77.9159,16.12,96,93,19.93
5848652,Kaunakakai,US,21.0933,-157.0239,70.86,64,1,10.36
380173,Ed Damer,SD,17.5928,33.9592,71.28,22,0,11.36
1279812,Wangda,CN,29.6833,97.9,22.46,67,0,6.29
5131073,Phelps,US,42.9576,-77.0575,22.95,58,1,7.45
3792383,Agustin Codazzi,CO,10.0341,-73.2361,82.02,51,37,4.99
5577158,Fort Morgan,US,40.2503,-103.8,30.85,55,1,4.61
1785694,Yunnan Province,CN,25.0,102.0,55.35,67,45,4.7
2334018,Konkwesso,NG,10.8469,4.0984,80.2,14,44,6.13
3422887,Ittorisseq,GL,70.45,-22.45,26.29,95,100,16.08
3395042,Mazagão,BR,-0.115,-51.2894,77.0,94,75,6.91
203717,Yangambi,CD,0.8102,24.4336,79.12,56,71,3.2
2082282,State of Chuuk,FM,7.454,151.805,82.4,78,90,8.05
1267939,Kapadvanj,IN,23.0167,73.0667,77.0,33,0,5.84
3418910,Upernavik,GL,72.7868,-56.1549,-19.53,88,94,14.16
2029558,Ovoot,MN,45.3042,113.8498,1.85,90,88,8.86
5836068,Rawlins,US,41.7911,-107.2387,22.06,68,90,20.71
2210554,Sirte,LY,31.2089,16.5887,60.3,63,61,13.6
5866302,Kinegnak (historical),US,58.65,-162.2,-0.08,78,40,23.02
2307145,Nsok,GQ,1.1299,11.266,71.85,92,100,3.33
2309528,Luba,GQ,3.4568,8.5547,82.4,74,20,6.91
5359595,Inverness,US,38.101,-122.8569,51.35,71,1,6.42
5846871,Gustavus,US,58.4133,-135.7369,37.58,75,90,9.22
226853,Paidha,UG,2.4167,30.9855,74.88,34,96,4.18
3671348,Puerto Rico,CO,1.9142,-75.145,77.9,69,95,5.48
5840786,Teton,US,43.9166,-110.5841,24.8,74,90,17.27
481548,Troitsko-Pechorsk,RU,62.7084,56.1964,-31.72,83,99,7.29
1489853,Tazovsky,RU,67.4667,78.7,-37.35,82,31,5.17
7602866,Borkou Region,TD,18.25,18.5,68.92,21,74,12.03
352603,Matruh Governorate,EG,29.7,27.5,62.89,32,0,2.37
2076017,Borroloola,AU,-16.0667,136.2833,82.49,76,57,7.99
3363441,Ocean View,ZA,-34.1486,18.3536,63.73,55,0,18.41
780524,Burfjord,NO,69.938,22.0521,10.53,66,75,23.02
2022572,Khatanga,RU,71.9667,102.5,-21.89,87,100,10.74
2074865,Carnarvon,AU,-24.8667,113.6333,82.4,89,61,11.5
114593,Susa,IR,32.1942,48.2436,59.58,40,0,9.84
2906649,Helse,DE,53.9833,9.0,46.9,93,20,2.3
2809944,Wetterzeube,DE,51.0,12.0167,46.49,81,0,3.44
3556334,Jatibonico,CU,21.9419,-79.17,72.61,79,0,12.62
7905767,Nāḩiyat as Sab‘ Biyār,SY,33.5323,38.0082,43.84,62,65,16.71
6149013,Skookumchuck,CA,49.9166,-115.7354,38.52,65,75,19.57
2013727,Vanavara,RU,60.34,102.2797,-15.72,89,92,3.4
1270543,Hāflong,IN,25.1833,93.0333,66.81,49,0,1.43
8030386,Safende,CV,15.369,-25.8398,71.04,78,0,20.13
606714,Backa,SE,64.9833,21.0667,13.12,92,90,4.61
1490256,Talnakh,RU,69.4865,88.3972,-30.37,82,90,4.9
5955840,Fort Good Hope,CA,66.257,-128.6374,-28.97,84,0,2.3
1728675,Balabac,PH,7.9868,117.0645,79.38,75,79,11.7
1966827,Kali,ID,1.1627,121.4278,79.02,80,69,9.33
4174280,Summerfield,US,29.0086,-82.0348,62.29,72,1,9.22
3661980,Tarauaca,BR,-8.1614,-70.7656,72.59,95,99,1.97
7521903,Banana Village,KI,1.9833,-157.3653,75.2,94,75,8.05
2381659,Aleg,MR,17.0481,-13.9209,83.07,11,0,12.28
5880054,Barrow,US,71.2906,-156.7887,-4.0,71,90,10.36
6354929,Tom Price,AU,-22.6939,117.7931,89.6,43,40,24.16
1275920,Bhīnmāl,IN,25.0,72.25,74.57,19,0,8.08
1524296,Esil,KZ,51.9556,66.4042,-17.46,88,10,5.55
6949250,La Grande-4,CA,53.756,-73.6798,14.0,73,1,11.5
1622167,Wamena,ID,-3.9167,138.7333,55.8,100,86,0.89
2231565,Fontain,CM,5.7333,10.9167,72.43,40,100,2.95
4274450,Lincoln,US,39.0408,-98.1448,34.39,51,1,12.66
6065460,Manson Creek,CA,55.6665,-124.4865,27.99,93,6,11.05
5945789,East LaHave,CA,44.3168,-64.3654,24.26,59,35,5.75
780686,Berlevåg,NO,70.8581,29.0853,2.3,78,20,17.27
3025149,Chilly,FR,45.9933,5.9534,45.21,76,0,2.3
4034749,Wallis et Futuna,WF,-13.3,-176.2,81.95,82,100,30.56
2178253,Adventure Bay,AU,-43.3667,147.3333,59.88,82,75,5.75
6049953,La Reine,CA,48.8669,-79.4997,24.08,95,100,14.05
6151989,Southend Reindeer,CA,56.3169,-103.2341,30.2,93,100,1.14
2123278,Mil'kovo,RU,54.7167,158.6167,16.03,96,99,7.65
1279715,Xigaze,CN,29.25,88.8833,33.17,65,96,2.62
2121373,Seymchan,RU,62.8833,152.4333,-25.26,81,100,1.12
1279860,Darya Boyi,CN,38.3833,82.0,48.36,40,0,8.93
5992044,Kimball,CA,49.0833,-113.2019,41.0,56,75,26.46
3133145,Utsira,NO,59.3057,4.8862,43.7,87,75,10.36
2377457,Nouadhibou,MR,20.931,-17.0347,66.2,82,0,19.57
2705718,Högsby,SE,57.166,16.0256,34.25,100,100,6.91
5974227,Heron Bay,CA,48.6668,-86.2832,32.0,80,100,9.22
7626930,Sokehs Municipality,FM,6.9327,158.1427,82.4,78,75,6.91
1790534,Changning,CN,35.9798,110.8221,49.82,43,0,5.08
2101169,Aitape,PG,-3.1374,142.3475,81.3,77,54,4.47
2030251,Ihbulag,MN,43.2,107.2,33.06,86,3,16.08
101627,Tabuk,SA,27.5,37.3333,53.64,39,0,10.09
2071379,Forrest,AU,-30.85,128.1,66.2,55,0,18.41
1695546,Pandan,PH,14.0453,124.1694,78.15,90,100,19.84
8079140,Tambakrejo,ID,-8.3111,112.1429,79.68,79,15,3.74
6547288,Jerada,MA,34.2366,-2.0428,50.0,71,75,23.02
3383337,Distrikt Para,SR,5.4167,-55.3333,79.75,83,0,11.5
99350,Al Ḩayy,IQ,32.1735,46.0433,60.31,33,0,15.32
4975418,Piscataquis,US,45.8,-69.2995,22.91,53,73,6.91
6113467,Prince William,CA,45.9168,-67.0489,22.5,49,1,5.75
2122605,Okhotsk,RU,59.3833,143.3,8.76,89,98,7.36
5955950,Fort Severn,CA,55.9835,-87.6332,26.6,74,75,9.22
2098322,Dasi,PG,-2.7,141.3,79.59,82,18,3.22
3838854,Río Grande,AR,-53.7877,-67.7095,42.8,93,90,13.8
3670745,Riohacha,CO,11.5444,-72.9072,78.06,70,16,12.5
1500933,Labytnangi,RU,66.6572,66.4183,-32.94,82,70,4.0
1100188,Damião,MZ,-22.0228,35.3153,82.2,83,40,8.05
6202181,Milford Sound,NZ,-44.6684,167.92,54.64,67,0,2.51
5948965,Ennadai,CA,61.1338,-100.8842,-4.0,77,100,9.22
2016733,Shestakovo,RU,56.4915,103.96,-11.49,88,98,3.49
5790164,Clallam,US,48.0498,-123.8346,47.68,100,90,11.5
111821,Yazd,IR,32.5,55.5833,52.25,38,10,5.1
609919,Quryq,KZ,43.2,51.65,37.45,77,59,6.08
2515493,Las Cabezas de San Juan,ES,36.9838,-5.9393,52.83,76,40,9.22
5489698,San Juan,US,36.9992,-109.0409,28.4,50,1,3.44
3572601,Cooper's Town,BS,26.8667,-77.5167,67.93,74,26,25.34
2215210,Al Burayqah,LY,30.4062,19.5739,60.91,58,1,10.74
3980124,Villa Unión,MX,23.9667,-104.0333,64.4,20,1,8.05
69769,Usaylan,YE,15.032,45.8283,77.5,23,0,5.17
2014833,Tura,RU,64.2833,100.25,-28.16,84,94,2.8
1627035,Simpang,ID,-1.2667,104.0833,75.87,87,99,2.66
2634428,Western Isles,GB,57.6667,-7.1667,44.8,81,20,19.57
5994519,Kuujjuarapik,CA,55.2836,-77.7495,21.2,73,90,18.41
3997747,Los Garza,MX,28.0833,-100.3667,61.86,55,1,8.05
6422131,Huangtang,CN,26.0394,112.035,65.19,69,75,4.29
3692994,Quiruvilca,PE,-7.9667,-78.2,40.24,100,100,1.36
4582287,Horry County,US,33.9168,-78.9831,40.95,70,1,7.99
5924351,Clyde River,CA,70.4692,-68.5914,-18.4,76,40,3.44
2110418,Yaren,NR,-0.5472,166.916,81.73,77,90,12.75
580707,Arzhanovskaya,RU,50.1152,42.3521,24.44,87,100,7.02
471160,Voznesen'ye,RU,61.0106,35.4781,-3.05,90,82,10.94
2013279,Vostok,RU,46.4856,135.8833,-0.42,94,85,2.17
3164175,Villanova,IT,45.0265,9.9985,51.1,87,75,1.14
1128239,Rūdbār,AF,30.15,62.6,73.04,39,98,19.55
2018069,Peleduy,RU,59.6289,112.7406,-13.99,87,100,2.95
2566016,Inga,CG,-4.2464,15.2286,80.6,78,20,3.44
88903,Al Marj,LY,32.488,20.8317,48.96,83,4,7.47
480267,Turki,RU,51.987,43.2731,16.95,97,100,5.59
1651461,Amuntai,ID,-2.4177,115.2494,75.58,95,89,2.66
2063176,Point Samson,AU,-20.6333,117.2,85.44,69,30,19.08
1797039,Rulong,CN,30.9418,100.3096,34.38,59,0,0.27
3608828,Iralaya,HN,15.0,-83.2333,76.23,81,0,7.14
4166208,North Key Largo,US,25.2673,-80.3234,71.19,68,90,12.66
1269578,Jagdalpur,IN,19.0667,82.0333,72.28,31,93,6.96
3668562,Santa Rita,CO,4.8678,-68.3611,83.61,60,68,3.65
6533958,es Mercadal,ES,40.0415,4.1218,59.0,82,40,19.57
588879,Saare,EE,58.25,22.4667,34.07,100,100,4.61
2453514,Ménaka,ML,15.9182,2.4022,76.71,15,0,11.77
2493455,Illizi Province,DZ,26.8333,8.1667,69.8,9,0,6.91
2138410,Saint-Joseph,NC,-20.4,164.5667,80.98,81,99,2.77
