city id,city,country,lat,lon,temp_sunset,hum_sunset,cloudiness_sunset,windiness_sunset
2067890,Laverton,AU,-28.6333,122.4167,83.79,16,0,14.81
1213530,Tanjungtiram,ID,4.0613,98.3699,84.2,79,40,10.36
5062096,Stutsman,US,46.9583,-98.9336,36.5,48,1,9.22
5989203,Kangiqsualujjuaq,CA,58.6914,-65.9525,8.6,72,75,5.75
1260771,Palāsa,IN,18.7667,84.4167,78.8,46,93,11.14
1213721,Sinabang,ID,2.4803,96.3801,84.27,67,83,3.13
3003045,Le Palais,FR,47.3456,-3.1541,52.93,82,0,16.11
744873,Kagizman,TR,40.1567,43.1342,16.83,79,0,3.44
7654016,Mmale,BW,-22.2827,26.9834,77.32,59,100,6.91
1143816,Dasht-e Qal‘ah,AF,33.03,63.8394,57.33,37,100,6.31
4025994,Coahuayana de Hidalgo,MX,18.7,-103.6583,75.2,57,1,3.83
2077456,Australia,AU,-25.0,135.0,100.15,14,0,11.41
1643812,Gotalalamo,ID,2.0333,128.3167,82.62,76,100,8.08
1529531,Dunhuang,CN,40.1667,94.6833,49.62,38,100,6.64
2476301,Tindouf,DZ,27.6711,-8.1474,66.2,39,40,25.32
132142,Ostān-e Hamadān,IR,34.8333,48.5833,34.45,85,45,5.99
480453,Tumbotino,RU,55.9993,43.0236,6.4,66,40,4.47
2017384,Rudnaya Pristan',RU,44.3614,135.8116,22.84,87,95,6.78
664902,Titeşti,RO,45.0167,25.0,36.41,83,38,4.94
3665361,Amazonas,BR,-5.0,-63.0,75.97,92,85,2.51
1309611,Myeik,MM,12.4333,98.6,78.91,67,100,7.83
5983202,Inglis,CA,50.9447,-101.252,24.44,96,68,13.89
7037155,Wonorejo,ID,-8.0691,113.0708,72.18,87,73,3.38
3473817,Porto Velho,BR,-32.0333,-52.0917,75.99,84,0,3.0
1641977,Kalianget,ID,-7.05,113.9333,80.47,83,19,11.61
1152562,Kui Buri,TH,12.0828,99.8543,82.4,65,20,6.91
609862,Atyraū Oblysy,KZ,47.0,52.0,24.8,74,0,8.95
148617,Aghdam Rayon,AZ,40.0,47.0,37.47,80,45,5.93
1816373,Bijie,CN,27.3125,105.2942,55.74,73,93,2.84
2399001,Mayumba,GA,-3.432,10.6554,78.04,82,100,6.55
2028357,Ulaan-Uul,MN,46.0674,100.8172,15.21,72,0,6.6
2018813,Novyy Uoyan,RU,56.1572,111.7056,-3.28,86,100,0.36
6126200,Rochfort Bridge,CA,53.9169,-115.0355,44.6,42,75,6.91
779622,Havoysund,NO,70.9963,24.6622,12.2,79,40,17.27
2015913,Suntar,RU,62.1444,117.6319,-17.54,87,100,3.49
1280878,Kangxiwar,CN,36.2,78.7667,29.35,58,75,15.59
1525736,Barshatas,KZ,48.1697,78.6614,5.67,92,69,1.92
1501706,Krutikha,RU,53.9599,81.2093,4.24,93,100,8.12
1688119,Santa Josefa,PH,7.9911,126.03,73.51,94,100,2.15
6116548,Rankin Inlet,CA,62.8173,-92.0832,-5.8,71,90,6.91
2333064,Kuta,NG,9.8667,6.7167,91.4,19,73,3.44
1281019,Hotan,CN,37.0997,79.9269,52.0,35,10,4.65
2830425,Spindelwag,DE,48.0,10.0,49.51,71,0,10.36
3919884,Colchani,BO,-20.3,-66.9333,50.18,67,96,27.74
1637001,Luwuk,ID,-0.9516,122.7875,81.5,75,57,1.28
